"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no","abund_value","abund_unit","collection_name","collection_subset","collection_aka","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","formation","stratgroup","member","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","primary_reference","created","modified","updated","time_bins","time_contain","time_major","time_buffer","time_overlap"
"717164","occ","","","76993","Ovula cf. ellipsoides","species","343061","recombined as","Bernaya (Bernaya) ellipsoides","species","343061","Early Eocene","","56","48.07","26050","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Bernaya (Bernaya)","9543","335089","","","Bed 12 (of Douvillé) - Gastropod limestone","","","90.000000","32.000000","CN","Tibet","","","seconds","outcrop","SPECIFIC LOCATION: South-east Tibet. No more detailed locality data given. See Vredenburg (1908) for further details. LAT/LONG: estimated based on Tibet [China].","gplates","613","mid","85.16","14.39","","","","","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: Bed 12, named here as ""gastropod sandstone"", which overlies Bed 11, a ""ferruginous sandstone"", and is overlain by Bed 13, a ""Operculina Limestone"". Approximately equivalent to the lower Ranikot Formation of India. AGE: Formerly thought to be Danian in age, reasessed by Vredenburg and Cotter to be Early Eocene on the basis of macrofossil biostratigraphic correlations. STRATIGRAPHIC POSITION: From bed within thicker succession.","SPECIFIC LITHOLOGY: Limestone, presumably skeletal. LITHIFICATION: Unknown, but assigned to lithified as stated to be limestone.","""limestone""","lithified","","","","","marine indet.","G. P. Cotter. 1921. The age of the so-called Danian fauna from Tibet. Records of the Geological Survey of India 59:410-418","2007-12-13 11:18:21","2007-12-13 13:18:21","","Ypresian","Ypresian","Ypresian","Ypresian","Ypresian"
"718754","occ","","","42125","Gisortia (Vicetia) gigantea","species","342655","recombined as","Gisortia gigantea","species","114125","Lutetian","","48.07","41.03","26106","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Bir Zidan Member, Al Jir Formation","","","15.500000","30.941668","LY","","","stated in text","seconds","local area","LOCATION: Multiple localities, including: 1) the type section on both sides of the hill feature, about 4 km SW of Bir Ziden water well, on the banks of Wadi Bayy al Kabir; 2) Al Qaddahiyah; 3) Bujim; 4) Hun, Libyan Arab Jamahiriya. COORDINATES: Stated in text for  nearby Bir Zidan, Wadi Bey el Kebir, between Gheddahia and Bunjim, Libyan Arab Jamahiriya.","gplates","715","mid","18.86","19.41","Al Jir","","Bir Zidan","Al Jir","","Bir Zidan","member","","","","","","","","","","LITHOSTRATIGRAPHIC RELATIONSHIPS: From the Bir Zidan Mbr of the Al Jir Fm (formerly Gir Fm of Bar and Weegar, 1972), which disconformably overlies the Bishimah Fm (Late Paleocene-Middle Eocene), and is overlain with the Wadi Thamet Fm (Middle-Late Eocene). AGE: Lutetian, on the basis of microfossil (foraminiferal) and molluscan biostratigraphy. THICKNESS: Approximately less than 20 m. ","GENERAL LITHOLOGY: Several lithologies including light cream colored chalky limestone, unfossiliferous white chalky limestone, cream to dull white chalky limestone with regular patches of marly and dolomitized limestone rich in molluscan fossils, slightly dolomitized fossiliferous chalky limestone, and chalky limestone with rare fossils. LITHIFICATION: Poorly-lithified, not stated, but apparent from facies description.","""limestone""","poorly lithified","","","","","carbonate indet.","M. F. Megerisi and V. D. Mamgain. 1980. The Upper Cretaceous-Tertiary Formations of northern Libya: a synthesis. Department of Geological Researches and Mining Bulletin 12:1-85","2007-12-21 09:08:06","2007-12-21 11:08:06","","Lutetian","Lutetian","Lutetian","Lutetian","Lutetian"
"718877","occ","","","77173","Cypraea prunum","species","113704","recombined as","Callistocypraea (Miolyncina) prunum","species","113704","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Gaj beds - South bank of Teyra River, Rampur, Kachh","","","68.966667","23.283333","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: South bank of Teyra River, near Rampur, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.23","13.25","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 16:55:56","2007-12-21 18:55:56","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718878","occ","","","77173","Cypraea (Bernayia) humerosa","species","113708","recombined as","Barycypraea humerosa","species","113707","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Gaj beds - South bank of Teyra River, Rampur, Kachh","","","68.966667","23.283333","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: South bank of Teyra River, near Rampur, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.23","13.25","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 16:56:00","2007-12-21 18:56:00","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718880","occ","","","77172","Cypraea (Bernayia) humerosa","species","113708","recombined as","Barycypraea humerosa","species","113707","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Gaj beds - North bank of Teyra River, Rampur, Kachh","","","68.849998","23.333332","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Teyra River, near Rampur, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.13","13.32","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 16:57:34","2025-03-25 02:45:50","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718881","occ","","","77172","Cypraea prunum","species","113704","recombined as","Callistocypraea (Miolyncina) prunum","species","113704","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Gaj beds - North bank of Teyra River, Rampur, Kachh","","","68.849998","23.333332","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Teyra River, near Rampur, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.13","13.32","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 16:57:34","2025-03-25 02:46:14","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718904","occ","","","77171","Cypraea prunum","species","113704","recombined as","Callistocypraea (Miolyncina) prunum","species","113704","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Miolyncina","10137","","","","Gaj beds - North of Naliya, Kachh","","","68.866669","23.250000","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Teyra River, North of Naliya, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.13","13.23","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 16:58:41","2025-03-25 02:46:50","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718905","occ","","","77171","Cypraea (Bernayia) humerosa","species","113708","recombined as","Barycypraea humerosa","species","113707","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Gaj beds - North of Naliya, Kachh","","","68.866669","23.250000","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Teyra River, North of Naliya, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.13","13.23","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 16:58:41","2025-03-25 02:46:50","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718932","occ","","","77168","Cypraea (Bernayia) humerosa","species","113708","recombined as","Barycypraea humerosa","species","113707","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Gaj beds - Syra or Sainra, Kachh","","","68.949997","23.433332","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: 1 mi. E of Syra or Sainra, near Kotara, Kachh, Pakistan. LAT/LONG: estimate stated in text.","gplates","501","mid","69.23","13.40","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 17:02:46","2025-03-25 02:48:07","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718938","occ","","","77165","Cypraea prunum","species","113706","recombined as","Erronea (Gratiadusta) nasuta","species","113705","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erronea (Gratiadusta)","9826","344144","","","Gaj beds - Soomrow, Kacch","","","69.908333","29.958332","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Soomrow, Kachh, Pakistan. LAT/LONG: estimated based on Kachh, Pakistan.","gplates","501","mid","71.14","19.73","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: lower Early Miocene, based on similarity with European faunas of Aquitanian age. STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: Unknown, but presumably siliciclastic. LITHIFICATION: Poorly-lithified, based on figured specimens.","""siliciclastic""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 17:03:41","2025-03-25 02:49:00","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718958","occ","","","77164","Cypraea prunum","species","113706","recombined as","Erronea (Gratiadusta) nasuta","species","113705","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erronea (Gratiadusta)","9826","344144","","","Gaj beds - Near Karachi","","","67.050003","24.866667","PK","","","stated in text","seconds","local area","SPECIFIC LOCATION: Collections from near Karachi, Pakistan. LAT/LONG: estimated based on Karachi, Pakistan.","gplates","501","mid","67.69","15.08","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: The Gaj Formation is primarily Burdigalian, except for the basal parts (Naseem et al. 1996). Larger foraminifera are characterized by Miogypsina gunteri and M. thecideaeformis zones (Aquitanian and Burdigalian, early Miocene) (Kureshy, 1982). STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: In the Karachi area, the Gaj Formation includes the Metan Clay (nodular clay with thin limestone intercalations), Jhill Limestone (cream-colored, nodular, reefal), and the Talawa Limestone (sandy, with fossil fragments and cross-beds). LITHIFICATION: Poorly-lithified, based on figured specimens.","""limestone""","poorly lithified","","","","","carbonate indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 17:05:36","2025-03-25 02:49:31","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718959","occ","","","77164","Cypraea (Bernayia) humerosa","species","113708","recombined as","Barycypraea humerosa","species","113707","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Gaj beds - Near Karachi","","","67.050003","24.866667","PK","","","stated in text","seconds","local area","SPECIFIC LOCATION: Collections from near Karachi, Pakistan. LAT/LONG: estimated based on Karachi, Pakistan.","gplates","501","mid","67.69","15.08","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lower Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: The Gaj Formation is primarily Burdigalian, except for the basal parts (Naseem et al. 1996). Larger foraminifera are characterized by Miogypsina gunteri and M. thecideaeformis zones (Aquitanian and Burdigalian, early Miocene) (Kureshy, 1982). STRATIGRAPHIC POSITION: from the lower Gaj beds.","SPECIFIC LITHOLOGY: In the Karachi area, the Gaj Formation includes the Metan Clay (nodular clay with thin limestone intercalations), Jhill Limestone (cream-colored, nodular, reefal), and the Talawa Limestone (sandy, with fossil fragments and cross-beds). LITHIFICATION: Poorly-lithified, based on figured specimens.","""limestone""","poorly lithified","","","","","carbonate indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 17:05:36","2025-03-25 02:49:31","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"718995","occ","","","77159","Cypraea (Erosaria) sindiensis","species","113710","","Cypraea (Erosaria) sindiensis","species","113710","Rupelian","","33.9","27.3","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Bhagothoro Hill","","","67.855003","26.355000","PK","","","stated in text","3","outcrop","SPECIFIC LOCATION: Bhagothoro Hill, Sind, Pakistan. LAT/LONG: estimated based on area 4-5 miles south of Sehwan.","gplates","501","mid","69.23","11.91","Nari","","","Nari","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: Basal beds of regional succession, and is overlain by the Gaj beds (Early Miocene). From the Lower Nari. AGE: Early Oligocene, based on similarity with European faunas of Lattofian and Stampian age. STRATIGRAPHIC POSITION: Unknown position within unit.","SPECIFIC LITHOLOGY: ""Yellow and brown limestones"" in Blanford (1879). Formation in the Kirthar Range to the north described as ""cross-stratified, ripple-laminated, medium- to coarse-grained sandstone interbedded with minor amounts of shale. Limestone containing marine fossils and interbedded with shale and sandstone is commonly present in the lower part of the formation."" LITHIFICATION: Poorly-lithified, based on figured specimens.","""limestone""","poorly lithified","","","","","deep subtidal ramp","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 17:10:06","2025-03-25 02:51:11","","Rupelian","Rupelian","Rupelian","Rupelian","Rupelian"
"719001","occ","","","77160","Cypraea (Bernayia) humerosa","species","113708","recombined as","Barycypraea humerosa","species","113707","Early Miocene","","23.04","15.98","26063","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Barycypraea","9527","","","","Gaj beds - Variegated shales west of Bhagothoro","","","69.000000","25.500000","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: West of Bhagothoro, Sind, Pakistan. LAT/LONG: estimated based on Sind, Pakistan.","gplates","501","mid","69.60","15.44","Gaj","","","Gaj","","","group of beds","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the lowermost part of the upper Gaj beds, which regionally overlie the Nari beds (Oligocene) and are overlain by the Middle-Late Miocene Mekran beds. AGE: upper Early Miocene, based on similarity with European faunas of Burdigalian age. STRATIGRAPHIC POSITION: lower part of the upper Gaj beds.","SPECIFIC LITHOLOGY: Variegated shales. LITHIFICATION: Poorly-lithified, based on figured specimens.","""shale""","poorly lithified","","","","","coastal indet.","E. Vredenburg. 1925. Description of Mollusca from the post-Eocene Tertiary formation of north-western India: Cephalopoda, Opisthobranchiata, Siphonostomata. Memoirs of the Geological Survey of India 50(1):1-350","2007-12-21 17:11:35","2007-12-21 19:11:35","","Burdigalian","-","Burdigalian","Aquitanian, Burdigalian","Aquitanian, Burdigalian"
"719751","occ","","","77236","Gisortia ? sp.","genus","9895","","Gisortia","genus","9895","Priabonian","","37.71","33.9","26106","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Thmed Al Qusur Member, Wadi Thamat Formation","","","17.695833","29.737499","LY","","","stated in text","seconds","basin","LOCATION: Multiple localities, including: 1) Thmed Al Qusur, south of Qraret Al Jifah, the type section; 2) An-Nufliyah; 3) Bunjim, Libyan Arab Jamahiriya. COORDINATES: Stated in text for Thmed Al Qusur, Libyan Arab Jamahiriya.","gplates","715","mid","20.23","20.35","Wadi Thamat","","Thmed Al Qusur","Wadi Thamat","","Thmed Al Qusur","member","","","","","","","","","","LITHOSTRATIGRAPHIC RELATIONSHIPS: From the Thmed Al Qusur Mbr of the Wadi Thamat Fm, which overlies the Al Gata (Lutetian) and is overlain by the Qararat Al Jifah Mbr of the Wadi Thamat Fm (Priabonian). AGE: Priabonian, on the basis of macrofossil biostratigraphy. THICKNESS: varies from 35-40 m across its range.","GENERAL LITHOLOGY: White to cream-colored nonbedded massive chalk and chalky limestone, with unevenly distributed irregular flint and chert of brown color. LITHIFICATION: Lithified, not stated, but apparent from facies description.\r\n","""limestone""","lithified","cherty/siliceous","","","","lagoonal/restricted shallow subtidal","M. F. Megerisi and V. D. Mamgain. 1980. The Upper Cretaceous-Tertiary Formations of northern Libya: a synthesis. Department of Geological Researches and Mining Bulletin 12:1-85","2008-01-06 21:47:45","2008-01-06 23:47:45","","Priabonian","Priabonian","Priabonian","Priabonian","Priabonian"
"719832","occ","","","77254","Cypraea sp.","genus","9724","","Cypraea","genus","9724","Middle Miocene","","15.98","11.63","26106","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Cypraea","9724","","","","Al Khums Formation","","","13.500000","30.500000","LY","","","stated in text","seconds","basin","LOCATION: Multiple localities, along the Mediterranean coast, including: 1) Al Khums, the type section; 2) near Marada; 3) An-Nufliyah; 4) Bani Walid; Al Qaddahiyah. COORDINATES: Stated in text for Al Khums, Libyan Arab Jamahiriya.","gplates","715","mid","14.82","27.04","Al Khums","","","Al Khums","","","formation","","","","","","","","","","LITHOSTRATIGRAPHIC RELATIONSHIPS: From the Al Khums Fm, for which lithostratigraphic relationships are unknown. AGE: Middle Miocene, on the basis of microfossil and macrofossil biostratigraphy. THICKNESS: ranges from 5 to 100 m across its range.","GENERAL LITHOLOGY: Greenish-yellow gypsiferous marls with pelecypods, intercalations of white limestone, occasionally saccaroidal and silicified, and greenish-gray marls. LITHIFICATION: Lithified, assumed on the basis of facies description.","marl","poorly lithified","","""limestone""","poorly lithified","","lagoonal/restricted shallow subtidal","M. F. Megerisi and V. D. Mamgain. 1980. The Upper Cretaceous-Tertiary Formations of northern Libya: a synthesis. Department of Geological Researches and Mining Bulletin 12:1-85","2008-01-07 10:52:33","2025-03-24 09:56:45","","Serravallian","-","Serravallian","Langhian, Serravallian","Langhian, Serravallian"
"721164","occ","","","77381","Gisortia murchisoni","species","114124","","Gisortia murchisoni","species","114122","Lutetian","","48.07","41.03","26174","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Loc. A (Tiyon Formation)","","","67.787498","26.141666","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Chat Nai, SWS of Sehwan, on Kotri-Dadu Railway, 32 mi. from Sehwan via Jhangara, Sind, Pakistan LAT/LONG: estimate stated in text.","gplates","501","mid","68.49","5.43","Tiyon","","","Tiyon","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the Tiyon Fm, which gradationally overlies the Laki Fm (Ypresian) and is gradationally overlain by the Kirthar Fm (Late Middle Eocene-Early Miocene). THICKNESS: 439 ft thick in total. AGE: Early Eocene-early Middle Eocene (Hunting Survey Corporation). Iqbal suggests that the age is not as old as Early Eocene, but is Middle Eocene. A Lutetian age is assigned by the enterer. STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Shale, with subordinate marl and limestone. Shale is greenish grey, brown, yellowish grey, soft, crumbling, calcareous, gypsiferous, and fossiliferous. LITHIFICATION: Poorly-lithified on the basis of facies description.","""shale""","poorly lithified","calcareous","","","","coastal indet.","M. W. A. Iqbal. 1973. Biostratigraphy of the Tiyon Formation (Middle Eocene) of Sind, Pakistan. Records of the Geological Survey of Pakistan 22:1-40","2008-01-10 15:33:13","2008-01-10 17:33:13","","Lutetian","Lutetian","Lutetian","Lutetian","Lutetian"
"721165","occ","","","77396","Gisortia gigantea","species","114128","","Gisortia gigantea","species","114125","Late Eocene","","37.71","33.9","26174","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Loc. B (Kirthar Formation)","","","67.787498","26.141666","PK","","","stated in text","seconds","outcrop","SPECIFIC LOCATION: Chat Nai, SWS of Sehwan, on Kotri-Dadu Railway, 32 mi. from Sehwan via Jhangara, Sind, Pakistan LAT/LONG: estimate stated in text.","gplates","501","mid","69.21","9.66","Kirthar","","","Kirthar","","","bed","","","","","","","","","","STRATIGRAPHIC RELATIONS: From the Kirthar Fm, which gradationally overlies the Tiyon Fm (Ypresian) and is conformably overlain by the Nari Fm (Oligocene-Early Miocene). THICKNESS: 190 ft thick in total. AGE: A Late Eocene age is assigned here. Blanford (1876) and Noetling (1905) assigned a Middle Eocene age, Williams (1959), Hunting Survey Corporation (1960) and Iqbal (1960) suggested a Middle Eocene-Oligocene age. Iqbal (1973) suggests that the age is late Middle Eocene to Early Miocene age. A Late Eocene age is assigned by the enterer on the basis of this evidence, and to avoid overlap with the overlying Nari Fm. STRATIGRAPHIC POSITION: From unknown position within formation.","SPECIFIC LITHOLOGY: Limestone, with subordinate shale. Limestone is whitish grey to light yellow, weathering to bluish grey, hard, compact, well-jointed, thin-bedded to massive, and fossiliferous. LITHIFICATION: Lithified on the basis of facies description.","""limestone""","lithified","","","","","carbonate indet.","M. W. A. Iqbal. 1973. Biostratigraphy of the Tiyon Formation (Middle Eocene) of Sind, Pakistan. Records of the Geological Survey of Pakistan 22:1-40","2008-01-10 15:34:11","2008-01-10 17:34:11","","Priabonian","Priabonian","Priabonian","Priabonian","Priabonian"
